fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
2319,Dave Zitanick,5,7,0,1,,170 lbs.,73,,"Mar 05, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:57:44.445474
2320,Igor Zinoviev,4,1,2,0,"6' 1""",199 lbs.,76,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:57:46.637781
2321,Cat Zingano,10,3,0,0,"5' 6""",135 lbs.,68,Southpaw,"Jul 01, 1982",2.56,0.61,1.61,0.46,2.81,0.65,0.42,0.9,2018-11-21 21:57:49.388129
2322,Errol Zimmerman,0,1,0,0,"6' 3""",185 lbs.,75,Orthodox,"Apr 20, 1986",2.95,0.42,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:57:53.345996
2323,James Zikic,20,8,2,0,"6' 2""",205 lbs.,76,Orthodox,"Mar 01, 1977",1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5,2018-11-21 21:57:56.667207
2324,Mike Zichelle,8,4,0,0,,205 lbs.,76,,,0.87,0.35,0.87,0.4,0.0,0.0,0.0,2.0,2018-11-21 21:57:59.91699
2325,Yao Zhikui,2,5,0,0,"5' 5""",125 lbs.,64,Orthodox,"Feb 07, 1991",1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,2018-11-21 21:58:03.216343
2326,Zhang Lipeng,9,9,1,0,"5' 11""",155 lbs.,71,Southpaw,"Mar 10, 1990",1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8,2018-11-21 21:58:07.332331
2327,Tiequan Zhang,18,4,0,0,"5' 8""",155 lbs.,70,Orthodox,"Jul 25, 1978",1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4,2018-11-21 21:58:10.201015
2328,Carlos Zevallos,1,1,0,0,"6' 0""",205 lbs.,76,Orthodox,,4.36,0.65,2.28,0.68,0.0,0.0,1.0,0.0,2018-11-21 21:58:13.997286
2329,Roman Zentsov,18,13,0,0,"6' 1""",230 lbs.,77,Orthodox,"Sep 10, 1973",1.18,0.36,0.53,0.7,1.6,1.0,0.33,3.2,2018-11-21 21:58:17.686804
2330,Craig Zellner,4,3,0,0,"6' 2""",205 lbs.,76,Orthodox,"Sep 09, 1976",0.61,0.09,4.65,0.61,0.0,0.0,0.0,0.0,2018-11-21 21:58:22.497477
2331,Joao Zeferino,13,6,0,0,"5' 11""",170 lbs.,73,Orthodox,"Jan 15, 1986",0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,2018-11-21 21:58:25.833835
2332,David Zawada,16,4,0,0,"6' 0""",170 lbs.,75,Orthodox,"Aug 01, 1990",2.2,0.51,3.0,0.48,2.0,0.4,1.0,5.0,2018-11-21 21:58:28.313251
2333,Marius Zaromskis,15,7,0,1,"5' 9""",170 lbs.,73,Orthodox,"Jul 30, 1980",5.02,0.34,5.93,0.5,0.73,0.42,0.73,0.0,2018-11-21 21:58:32.774645
2334,Roger Zapata,4,3,0,0,"5' 11""",170 lbs.,74,Southpaw,"May 09, 1986",2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4,2018-11-21 21:58:35.020691
2335,Elizeu Zaleski dos Santos,20,5,0,0,"5' 11""",170 lbs.,73,Orthodox,"Dec 11, 1986",4.33,0.4,2.95,0.62,0.36,0.1,0.5,0.5,2018-11-21 21:58:39.592188
2336,Aiemann Zahabi,7,1,0,0,"5' 8""",135 lbs.,68,Orthodox,"Nov 19, 1987",3.34,0.41,3.93,0.62,0.0,0.0,0.72,0.0,2018-11-21 21:58:43.503037
2337,Anton Zafir,7,3,0,0,"5' 11""",170 lbs.,72,Orthodox,"May 10, 1987",2.99,0.64,2.31,0.52,6.11,0.6,0.0,0.0,2018-11-21 21:58:47.169432
2338,Luke Zachrich,14,4,0,0,"6' 2""",185 lbs.,74,Orthodox,"Dec 19, 1981",4.56,0.32,4.46,0.62,0.74,0.33,0.8,0.0,2018-11-21 21:58:51.761842
2339,Sodiq Yusuff,6,1,0,0,"5' 9""",145 lbs.,0,Orthodox,"May 19, 1993",7.4,0.51,5.13,0.5,0.0,0.0,1.0,0.0,2018-11-21 21:58:53.056095
2340,Rob Yundt,9,4,0,0,"6' 1""",185 lbs.,75,Orthodox,"May 05, 1980",1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0,2018-11-21 21:58:57.453709
2341,Han Ten Yun,0,1,0,0,"5' 11""",220 lbs.,77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:59:01.321665
2342,Besam Yousef,6,2,0,0,"5' 11""",170 lbs.,71,Orthodox,"Mar 25, 1985",3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,2018-11-21 21:59:03.60293
2343,Shane Young,12,4,0,0,"5' 8""",145 lbs.,72,Orthodox,"Jul 31, 1993",4.95,0.41,5.07,0.53,1.22,0.33,0.64,0.0,2018-11-21 21:59:07.393556
2344,Jason Young,8,7,0,0,"5' 9""",145 lbs.,73,Orthodox,"Jun 28, 1986",2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0,2018-11-21 21:59:10.946603
2345,Trenell Young,9,8,0,0,"5' 6""",145 lbs.,70,Orthodox,"Jun 19, 1976",1.43,0.22,5.13,0.5,1.13,0.2,0.0,1.1,2018-11-21 21:59:15.268784
2346,Artenus Young,7,4,0,0,,205 lbs.,76,,"Jul 16, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:59:18.58781
2347,Kaitlin Young,5,5,1,0,"5' 9""",135 lbs.,68,Orthodox,"Sep 15, 1985",2.83,0.26,6.33,0.51,2.5,1.0,0.0,0.0,2018-11-21 21:59:22.606469
2348,Hidehiko Yoshida,9,8,1,0,"5' 11""",225 lbs.,77,Orthodox,"Sep 03, 1969",1.05,0.36,1.89,0.62,1.09,0.33,0.71,2.2,2018-11-21 21:59:27.204521
2349,Yoshiyuki Yoshida,13,6,0,0,"5' 11""",170 lbs.,70,Southpaw,"May 10, 1974",0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,2018-11-21 21:59:30.114032
2350,Dong Sik Yoon,5,7,0,0,"6' 0""",185 lbs.,75,Orthodox,"Aug 24, 1972",0.99,0.36,2.33,0.51,1.6,0.29,0.33,1.3,2018-11-21 21:59:33.768144
2351,John Yoo,0,1,0,0,,135 lbs.,68,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:59:36.481692
2352,Kazunori Yokota,14,5,3,0,"5' 8""",154 lbs.,71,Orthodox,"Apr 03, 1978",0.67,0.31,1.13,0.57,0.0,0.0,0.0,0.0,2018-11-21 21:59:40.989489
2353,Hirotaka Yokoi,11,5,0,0,"5' 11""",205 lbs.,76,Orthodox,"Jun 08, 1978",1.52,0.33,3.42,0.38,1.87,0.41,0.66,0.4,2018-11-21 21:59:44.896447
2354,Ashley Yoder,6,4,0,0,"5' 7""",115 lbs.,69,Southpaw,"Oct 20, 1987",2.67,0.35,3.65,0.51,1.25,0.5,0.64,0.8,2018-11-21 21:59:49.25099
2355,Chris Yee,4,6,0,0,"5' 9""",185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:59:52.355145
2356,Yoshiaki Yatsu,0,2,0,0,"6' 1""",165 lbs.,73,Orthodox,"Jul 19, 1956",0.0,0.0,5.57,0.48,0.0,0.0,0.0,0.0,2018-11-21 21:59:56.40479
2357,Tadao Yasuda,2,4,0,0,"6' 4""",310 lbs.,77,Orthodox,"Oct 09, 1963",2.7,0.73,0.85,0.6,0.75,0.14,0.0,0.0,2018-11-21 21:59:58.809655
2358,Cale Yarbrough,8,3,0,0,"6' 1""",185 lbs.,75,Orthodox,"Dec 27, 1986",3.16,0.27,10.0,0.72,0.0,0.0,0.0,0.0,2018-11-21 22:00:01.59734
2359,Emmanuel Yarborough,1,2,0,0,"6' 8""",770 lbs.,77,Open Stance,"Sep 05, 1960",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:00:05.516057
2360,Hu Yaozong,3,1,0,0,"6' 3""",205 lbs.,72,Orthodox,"Apr 07, 1995",1.06,0.44,2.65,0.42,0.0,0.0,0.0,2.0,2018-11-21 22:00:09.870938
2361,Masutatsu Yano,2,4,1,0,"5' 9""",198 lbs.,76,Orthodox,"Jul 11, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:00:12.37771
2362,Jianping Yang,7,4,1,0,"5' 7""",145 lbs.,65,Orthodox,"Nov 27, 1988",1.4,0.26,2.07,0.65,1.0,0.25,0.33,0.0,2018-11-21 22:00:16.573515
2363,Dongi Yang,13,3,0,0,"5' 10""",185 lbs.,71,Southpaw,"Dec 07, 1984",3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,2018-11-21 22:00:20.519015
2364,Adam Yandiev,9,1,0,0,"5' 9""",185 lbs.,74,Orthodox,"Aug 07, 1988",0.18,0.08,6.14,0.36,0.0,0.0,0.25,0.0,2018-11-21 22:00:23.84273
2365,Wu Yanan,9,2,0,0,"5' 8""",125 lbs.,66,Orthodox,"Apr 18, 1996",1.47,0.43,2.53,0.41,1.0,0.5,0.28,0.0,2018-11-21 22:00:27.770138
2366,Petr Yan,10,1,0,0,"5' 7""",135 lbs.,67,Switch,"Feb 11, 1993",6.77,0.45,3.74,0.72,0.0,0.0,0.88,0.0,2018-11-21 22:00:31.228436
2367,Takeshi Yamazaki,15,12,3,0,"5' 8""",139 lbs.,70,Southpaw,,0.57,0.25,1.57,0.47,4.5,0.5,1.0,1.0,2018-11-21 22:00:35.519802
2368,Goiti Yamauchi,21,3,0,0,"5' 10""",145 lbs.,70,,"Jan 05, 1993",1.66,0.54,1.01,0.66,0.0,0.0,0.0,4.3,2018-11-21 22:00:39.599599
2369,Hiroko Yamanaka,12,3,0,1,"5' 11""",135 lbs.,68,,"Oct 24, 1978",2.1,0.26,3.54,0.63,0.0,0.0,1.0,0.0,2018-11-21 22:00:41.710686
2370,Norifumi Yamamoto,18,6,0,2,"5' 4""",135 lbs.,66,Southpaw,"Mar 15, 1977",2.09,0.45,2.01,0.57,0.41,0.22,0.45,0.0,2018-11-21 22:00:44.626474
2371,Atsushi Yamamoto,15,7,3,0,"5' 6""",139 lbs.,70,Orthodox,"Oct 02, 1980",1.97,0.39,1.27,0.7,1.12,0.33,1.0,0.0,2018-11-21 22:00:47.033973
2372,Yoshihisa Yamamoto,14,24,1,0,"6' 2""",220 lbs.,77,Southpaw,"Jul 04, 1970",1.65,0.38,3.05,0.53,1.0,0.2,0.5,0.6,2018-11-21 22:00:51.545921
2373,Kenichi Yamamoto,5,10,2,0,"6' 0""",170 lbs.,73,Orthodox,"Jul 11, 1976",0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,2018-11-21 22:00:55.286671
2374,Keiichiro Yamamiya,40,27,10,0,"5' 11""",185 lbs.,75,Southpaw,"Jul 12, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:00:57.865323
2375,Alexander Yakovlev,23,8,1,0,"6' 3""",170 lbs.,74,Southpaw,"Jul 18, 1984",1.89,0.46,2.73,0.56,1.23,0.3,0.72,0.0,2018-11-21 22:01:01.484178
2376,Rani Yahya,26,9,0,1,"5' 6""",135 lbs.,67,Orthodox,"Sep 12, 1984",1.48,0.38,1.46,0.5,3.13,0.34,0.22,2.3,2018-11-21 22:01:05.258528
2377,Eddie Yagin,16,5,1,0,"5' 7""",145 lbs.,70,Orthodox,"Mar 23, 1979",3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,2018-11-21 22:01:08.694559
2378,Jamie Yager,5,2,0,0,"6' 1""",185 lbs.,75,Orthodox,"Nov 29, 1983",3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,2018-11-21 22:01:12.296164
2379,Song Yadong,13,4,0,1,"5' 8""",135 lbs.,67,Orthodox,"Dec 02, 1997",3.3,0.36,0.77,0.81,1.05,1.0,1.0,2.1,2018-11-21 22:01:17.229084
2380,Rubens Xavier,5,3,0,0,"6' 3""",220 lbs.,77,Orthodox,,0.77,0.42,1.82,0.21,2.1,0.4,0.25,1.1,2018-11-21 22:01:19.066698
2381,Jordan Wright,9,0,0,1,"6' 2""",185 lbs.,77,Orthodox,"Oct 07, 1991",3.0,0.28,15.0,0.28,0.0,0.0,0.0,0.0,2018-11-21 22:01:22.334806
2382,Chris Wright,5,1,1,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:25.892769
2383,JW Wright,1,0,0,0,,130 lbs.,68,,"Jan 12, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:29.041214
2384,Justin Wren,11,2,0,0,"6' 2""",265 lbs.,77,Orthodox,"Apr 27, 1987",3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0,2018-11-21 22:01:32.636632
2385,Eric Wray,5,1,0,0,"6' 0""",170 lbs.,73,Orthodox,,1.76,0.48,3.12,0.28,4.07,0.66,0.0,2.0,2018-11-21 22:01:35.968311
2386,Hunter Worsham,4,2,0,0,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:39.111458
2387,Cal Worsham,11,10,0,0,"5' 11""",230 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:41.882877
2388,Salvador Woods,5,10,0,0,"5' 11""",170 lbs.,73,,"Feb 05, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:45.102411
2389,Tyron Woodley,19,3,1,0,"5' 9""",170 lbs.,74,Orthodox,"Apr 07, 1982",2.62,0.48,2.26,0.61,1.34,0.42,0.94,0.5,2018-11-21 22:01:49.195234
2390,Nathaniel Wood,14,3,0,0,"5' 6""",135 lbs.,69,Orthodox,"May 08, 1993",4.52,0.34,5.07,0.57,0.0,0.0,1.0,2.0,2018-11-21 22:01:52.965731
2391,Xue Do Won,0,1,0,0,"5' 7""",165 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:01:56.648724
2392,Brandon Wolff,7,5,0,0,"5' 9""",170 lbs.,73,Orthodox,"Oct 18, 1975",0.47,0.33,10.91,0.19,0.0,0.0,0.0,0.0,2018-11-21 22:02:00.008375
2393,Ray Wizard,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:02:04.506097
2394,Travis Wiuff,64,14,0,1,"6' 3""",205 lbs.,76,Orthodox,"Mar 15, 1978",0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,2018-11-21 22:02:08.521604
2395,Keith Wisniewski,28,13,1,0,"6' 0""",170 lbs.,75,Orthodox,"Oct 25, 1981",2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,2018-11-21 22:02:11.797847
2396,Eric Wisely,19,8,1,0,"5' 8""",145 lbs.,70,Southpaw,"Jul 25, 1984",1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,2018-11-21 22:02:14.313265
2397,Andre Winner,13,6,1,0,"5' 11""",155 lbs.,73,Orthodox,"Nov 09, 1981",2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,2018-11-21 22:02:17.980457
2398,Eddie Wineland,23,13,1,0,"5' 7""",135 lbs.,69,Orthodox,"Jun 26, 1984",3.21,0.28,3.41,0.7,0.29,0.33,0.85,0.1,2018-11-21 22:02:22.697781
2399,Matt Wiman,16,7,0,0,"5' 10""",155 lbs.,68,Orthodox,"Sep 19, 1983",3.51,0.5,3.24,0.54,2.41,0.38,0.63,1.8,2018-11-21 22:02:26.701811
2400,Sean Wilson,36,29,0,0,"5' 8""",145 lbs.,70,,"Oct 20, 1982",1.01,0.31,5.88,0.62,0.0,0.0,0.0,0.0,2018-11-21 22:02:30.228102
2401,Jonathan Wilson,7,3,0,0,"6' 2""",205 lbs.,75,Southpaw,"Jul 17, 1987",2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,2018-11-21 22:02:32.728689
2402,Greg Wilson,2,2,0,0,,155 lbs.,71,,"Oct 02, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:02:36.7223
2403,Chris Wilson,16,8,0,1,"6' 1""",170 lbs.,75,Orthodox,"Jun 07, 1977",2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,2018-11-21 22:02:40.649827
2404,Justin Willis,7,1,0,0,"6' 1""",264 lbs.,78,Southpaw,"Jul 19, 1987",4.61,0.61,3.69,0.58,1.84,0.66,0.0,0.0,2018-11-21 22:02:43.954351
2405,Karl Willis,0,4,0,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:02:46.740873
2406,Jordan Williams,7,2,0,1,"6' 0""",185 lbs.,75,Southpaw,"Oct 13, 1990",6.9,0.87,0.59,0.5,3.3,1.0,1.0,0.0,2018-11-21 22:02:50.631572
2407,Tim Williams,15,5,0,0,"6' 2""",185 lbs.,76,Orthodox,"Jul 03, 1986",3.07,0.38,3.55,0.48,1.81,0.4,1.0,0.0,2018-11-21 22:02:55.018773
2408,Patrick Williams,8,6,0,0,"5' 8""",135 lbs.,73,Orthodox,"Sep 07, 1981",4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,2018-11-21 22:02:58.16955
2409,Carter Williams,4,4,0,0,"6' 1""",265 lbs.,77,Orthodox,,1.55,0.36,2.32,0.58,2.9,0.33,1.0,0.0,2018-11-21 22:03:01.513216
2410,Rubin Williams,0,1,0,0,"6' 1""",185 lbs.,75,Orthodox,"Apr 09, 1976",0.0,0.0,1.39,0.6,0.0,0.0,0.0,0.0,2018-11-21 22:03:05.697348
2411,Pete Williams,12,6,0,0,"6' 3""",235 lbs.,77,Orthodox,"Jul 10, 1975",0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,2018-11-21 22:03:10.65356
2412,Tedd Williams,7,1,0,0,"6' 1""",275 lbs.,77,Orthodox,"Dec 19, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:03:13.189096
2413,James Wilks,7,4,0,0,"6' 1""",170 lbs.,75,Orthodox,"May 04, 1978",1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,2018-11-21 22:03:17.556965
2414,Rob Wilkinson,11,2,0,0,"6' 3""",185 lbs.,80,Orthodox,"Feb 22, 1992",2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0,2018-11-21 22:03:21.852614
2415,Mike Wilkinson,9,2,0,0,"5' 7""",145 lbs.,68,,"Sep 15, 1987",2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,2018-11-21 22:03:26.275648
2416,Aaron Wilkinson,7,5,0,0,"5' 10""",155 lbs.,71,,"Jan 31, 1987",0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,2018-11-21 22:03:29.367182
2417,Joe Wilk,12,8,0,0,"5' 9""",145 lbs.,70,,"Apr 12, 1982",1.0,0.54,2.0,0.72,0.0,0.0,0.0,0.0,2018-11-21 22:03:31.733554
2418,Justin Wilcox,11,6,0,1,"5' 6""",155 lbs.,71,Orthodox,"Mar 12, 1979",3.82,0.28,2.63,0.71,1.43,0.16,1.0,0.0,2018-11-21 22:03:35.926087
2419,Jonathan Wiezorek,11,2,0,0,"6' 3""",250 lbs.,77,Southpaw,"Feb 10, 1978",1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0,2018-11-21 22:03:39.34396
2420,Orlando Wiet,1,5,0,0,"5' 10""",170 lbs.,73,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:03:43.567179
2421,Adam Wieczorek,10,2,0,0,"6' 5""",250 lbs.,81,Orthodox,"Feb 05, 1992",1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,2018-11-21 22:03:46.047252
2422,Robert Whittaker,21,4,0,0,"6' 0""",185 lbs.,73,Orthodox,"Dec 20, 1990",4.82,0.4,3.65,0.61,0.37,0.57,0.84,0.0,2018-11-21 22:03:50.068507
2423,Emily Whitmire,3,2,0,0,"5' 5""",115 lbs.,63,,"May 24, 1991",3.6,0.31,3.02,0.57,0.87,0.5,0.75,0.0,2018-11-21 22:03:53.098411
2424,Mitch Whitesel,16,20,0,1,"5' 9""",185 lbs.,75,,"Jul 12, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:03:57.176514
2425,Garett Whiteley,8,3,0,0,"6' 0""",155 lbs.,72,Orthodox,"Dec 13, 1980",3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,2018-11-21 22:04:01.312461
2426,Mike Whitehead,27,7,0,0,"6' 1""",205 lbs.,76,Orthodox,"Jun 29, 1981",1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3,2018-11-21 22:04:05.689787
2427,Rob Whiteford,12,4,0,0,"5' 9""",145 lbs.,69,Southpaw,"Apr 12, 1983",2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0,2018-11-21 22:04:07.894896
2428,Craig White,14,9,0,0,"6' 2""",170 lbs.,76,Orthodox,"Jul 01, 1990",1.23,0.4,3.28,0.39,0.0,0.0,0.5,0.8,2018-11-21 22:04:11.771514
2429,Alex White,12,5,0,0,"6' 0""",155 lbs.,71,Southpaw,"Oct 22, 1988",3.86,0.4,2.88,0.64,0.89,0.45,0.67,0.2,2018-11-21 22:04:15.973309
2430,Steve White,1,4,0,0,"5' 11""",175 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:04:19.795074
2431,Vernon White,26,33,2,0,"6' 0""",205 lbs.,76,Southpaw,"Dec 03, 1971",2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,2018-11-21 22:04:24.278119
2432,Coty Wheeler,14,4,0,0,"5' 6""",135 lbs.,67,Orthodox,"Oct 11, 1978",1.88,0.22,3.16,0.59,0.87,0.37,0.33,2.6,2018-11-21 22:04:27.991173
2433,Aaron Wetherspoon,8,4,0,1,,170 lbs.,73,,,2.27,0.32,4.33,0.45,0.0,0.0,0.77,0.0,2018-11-21 22:04:31.70627
2434,Sheldon Westcott,10,3,1,0,"6' 1""",170 lbs.,71,Southpaw,"Aug 20, 1984",2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,2018-11-21 22:04:36.231177
2435,Dustin West,4,4,0,0,"5' 11""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:04:38.261751
2436,Mike Wessel,10,4,0,0,"6' 0""",260 lbs.,77,Orthodox,"Dec 02, 1977",1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,2018-11-21 22:04:41.553931
2437,Fabricio Werdum,23,8,1,0,"6' 4""",231 lbs.,77,Orthodox,"Jul 30, 1977",3.61,0.51,2.45,0.56,1.65,0.3,0.31,1.1,2018-11-21 22:04:46.181565
2438,Christian Wellisch,8,5,0,0,"6' 2""",234 lbs.,77,Orthodox,"Sep 13, 1975",3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,2018-11-21 22:04:50.504015
2439,Mark Weir,20,18,1,0,"6' 2""",185 lbs.,75,Southpaw,"Sep 19, 1967",1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,2018-11-21 22:04:53.22275
2440,Zhang Weili,17,1,0,0,"5' 4""",115 lbs.,0,Switch,"Aug 13, 1989",5.13,0.39,2.27,0.72,1.0,0.5,1.0,0.0,2018-11-21 22:04:55.647272
2441,Chris Weidman,14,4,0,0,"6' 2""",185 lbs.,78,Orthodox,"Jun 17, 1984",3.15,0.42,3.23,0.51,3.76,0.52,0.73,1.0,2018-11-21 22:04:59.043198
2442,Daniel Weichel,39,9,0,0,"5' 10""",145 lbs.,70,,"Nov 22, 1984",5.71,0.42,4.05,0.61,0.84,0.5,0.83,0.0,2018-11-21 22:05:02.498988
2443,Royston Wee,4,1,0,0,"5' 7""",135 lbs.,67,Orthodox,"Nov 15, 1986",1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,2018-11-21 22:05:06.506255
2444,Emil Meek,9,4,1,1,"5' 11""",170 lbs.,74,Switch,"Aug 20, 1988",2.24,0.38,2.64,0.32,0.33,0.5,0.48,1.3,2018-11-21 22:05:09.818405
2445,Stephanie Webber,1,2,0,0,"5' 6""",135 lbs.,68,,,0.91,0.8,3.85,0.15,6.79,0.4,0.0,0.0,2018-11-21 22:05:12.680756
2446,Jonavin Webb,8,2,0,1,"5' 10""",170 lbs.,71,Orthodox,"Apr 28, 1989",1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0,2018-11-21 22:05:17.153804
2447,Enrique Watson,3,1,0,0,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:05:21.871198
2448,Tom Watson,17,9,0,0,"6' 1""",185 lbs.,73,Orthodox,"Jul 13, 1982",4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,2018-11-21 22:05:25.03776
2449,Walel Watson,9,5,0,0,"5' 11""",135 lbs.,69,Orthodox,"Jul 16, 1984",2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,2018-11-21 22:05:29.233525
2450,Maka Watson,4,2,0,0,,155 lbs.,71,,"Sep 22, 1984",0.93,0.37,1.6,0.22,2.0,1.0,0.33,0.0,2018-11-21 22:05:31.530388
2451,Kyle Watson,13,7,1,0,"6' 0""",155 lbs.,71,,"Aug 09, 1979",3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0,2018-11-21 22:05:34.577246
2452,Blake Watkins,5,1,0,0,,185 lbs.,75,,,5.45,0.62,7.64,0.61,0.0,0.0,0.0,0.0,2018-11-21 22:05:36.952921
2453,Sam Watford,2,2,0,0,,155 lbs.,71,,,0.13,0.18,0.73,0.62,2.0,0.4,0.6,1.0,2018-11-21 22:05:38.92064
2454,Michelle Waterson,16,6,0,0,"5' 3""",115 lbs.,62,Orthodox,"Jan 06, 1986",3.49,0.62,2.94,0.51,2.23,0.68,0.62,1.4,2018-11-21 22:05:43.113437
2455,Dominic Waters,9,5,0,0,"6' 1""",170 lbs.,79,Orthodox,"Apr 11, 1989",0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,2018-11-21 22:05:46.74972
2456,Andy Waters,1,2,0,0,"6' 0""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:05:49.924261
2457,Ron Waterman,16,6,2,0,"6' 2""",280 lbs.,77,Orthodox,"Nov 23, 1965",0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,2018-11-21 22:05:53.728095
2458,Kazuhisa Watanabe,0,1,0,0,"5' 6""",139 lbs.,70,,"May 18, 1983",0.62,0.5,0.94,0.0,0.0,0.0,0.14,0.0,2018-11-21 22:05:57.598752
2459,Kengo Watanabe,8,13,3,1,"6' 4""",220 lbs.,77,Orthodox,"Jan 31, 1976",0.6,0.4,3.4,0.35,1.0,1.0,0.37,0.0,2018-11-21 22:06:01.748662
2460,Idris Wasi,2,14,0,0,"6' 0""",186 lbs.,76,,"Dec 11, 1989",0.4,0.31,3.53,0.46,0.0,0.0,0.2,0.0,2018-11-21 22:06:05.762914
2461,Merritt Warren,3,3,0,0,"5' 10""",155 lbs.,71,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 22:06:09.703407
